user_id,transaction_date,region,product_category,sale_amount,city,age,subscription,price,store_id,email,username,status,raw_timestamp
1001,01-01-2025,West,Electronics,100,Delhi,18,Premium,,S101,,,,01-01-2025 10:00
1002,02-01-2025,West,Furniture,105,Delhi,19,Basic,105,S101,user1002@gmail.com,user1002,Completed,02-01-2025 10:01
1003,03-01-2025,West,Clothing,110,Delhi,20,Premium,110,S101,user1003@gmail.com,user1003,Completed,03-01-2025 10:02
1004,04-01-2025,West,Grocery,115,Delhi,21,Basic,115,S101,user1004@gmail.com,user1004,Completed,04-01-2025 10:03
1005,05-01-2025,West,Electronics,120,Delhi,22,Premium,120,S101,user1005@gmail.com,user1005,Completed,05-01-2025 10:04
1006,06-01-2025,West,Furniture,125,Delhi,23,Basic,125,S101,user1006@gmail.com,user1006,Completed,06-01-2025 10:05
1007,07-01-2025,West,Clothing,130,Delhi,24,Premium,130,S101,user1007@gmail.com,user1007,Completed,07-01-2025 10:06
1008,08-01-2025,West,Grocery,135,Delhi,25,Basic,135,S101,user1008@gmail.com,user1008,Completed,08-01-2025 10:07
1009,09-01-2025,West,Electronics,140,Delhi,26,Premium,140,S101,user1009@gmail.com,user1009,Completed,09-01-2025 10:08
1010,10-01-2025,West,Furniture,145,Delhi,27,Basic,145,S101,user1010@gmail.com,user1010,Completed,10-01-2025 10:09
1011,11-01-2025,West,Clothing,150,Delhi,28,Premium,150,S101,user1011@gmail.com,user1011,Completed,11-01-2025 10:10
1012,12-01-2025,West,Grocery,155,Delhi,29,Basic,155,S101,user1012@gmail.com,user1012,Completed,12-01-2025 10:11
1013,13-01-2025,West,Electronics,160,Delhi,30,Premium,160,S101,user1013@gmail.com,user1013,Completed,13-01-2025 10:12
1014,14-01-2025,West,Furniture,165,Delhi,31,Basic,165,S101,user1014@gmail.com,user1014,Completed,14-01-2025 10:13
1015,15-01-2025,West,Clothing,170,Delhi,32,Premium,170,S101,user1015@gmail.com,user1015,Completed,15-01-2025 10:14
1016,16-01-2025,West,Grocery,175,Delhi,33,Basic,175,S101,user1016@gmail.com,user1016,Completed,16-01-2025 10:15
1017,17-01-2025,West,Electronics,180,Delhi,34,Premium,180,S101,user1017@gmail.com,user1017,Completed,17-01-2025 10:16
1018,18-01-2025,West,Furniture,185,Delhi,35,Basic,,S101,user1018@gmail.com,user1018,Completed,18-01-2025 10:17
1019,19-01-2025,West,Clothing,190,Delhi,18,Premium,190,S101,user1019@gmail.com,user1019,Completed,19-01-2025 10:18
1020,20-01-2025,West,Grocery,195,Delhi,19,Basic,195,S101,,user1020,Completed,20-01-2025 10:19
1021,21-01-2025,West,Electronics,200,Delhi,20,Premium,200,S101,user1021@gmail.com,user1021,Completed,21-01-2025 10:20
1022,22-01-2025,West,Furniture,205,Delhi,21,Basic,205,S101,user1022@gmail.com,user1022,Completed,22-01-2025 10:21
1023,23-01-2025,West,Clothing,210,Delhi,22,Premium,210,S101,user1023@gmail.com,user1023,Completed,23-01-2025 10:22
1024,24-01-2025,West,Grocery,215,Delhi,23,Basic,215,S101,user1024@gmail.com,,Completed,24-01-2025 10:23
1025,25-01-2025,West,Electronics,220,Delhi,24,Premium,220,S101,user1025@gmail.com,user1025,Completed,25-01-2025 10:24
1026,26-01-2025,West,Furniture,225,Delhi,25,Basic,225,S101,user1026@gmail.com,user1026,Completed,26-01-2025 10:25
1027,27-01-2025,West,Clothing,230,Delhi,26,Premium,230,S101,user1027@gmail.com,user1027,Completed,27-01-2025 10:26
1028,28-01-2025,West,Grocery,235,Delhi,27,Basic,235,S101,user1028@gmail.com,user1028,Completed,28-01-2025 10:27
1029,01-01-2025,West,Electronics,240,Delhi,28,Premium,240,S101,user1029@gmail.com,user1029,Completed,01-01-2025 10:28
1030,02-01-2025,West,Furniture,245,Delhi,29,Basic,245,S101,user1030@gmail.com,user1030,,02-01-2025 10:29
1031,03-01-2025,West,Clothing,250,Delhi,30,Premium,250,S101,user1031@gmail.com,user1031,Completed,03-01-2025 10:30
1032,04-01-2025,West,Grocery,255,Delhi,31,Basic,255,S101,user1032@gmail.com,user1032,Completed,04-01-2025 10:31
1033,05-01-2025,West,Electronics,260,Delhi,32,Premium,260,S101,user1033@gmail.com,user1033,Completed,05-01-2025 10:32
1034,06-01-2025,West,Furniture,265,Delhi,33,Basic,265,S101,user1034@gmail.com,user1034,Completed,06-01-2025 10:33
1035,07-01-2025,West,Clothing,270,Delhi,34,Premium,,S101,user1035@gmail.com,user1035,Completed,07-01-2025 10:34
1036,08-01-2025,West,Grocery,275,Delhi,35,Basic,275,S101,user1036@gmail.com,user1036,Completed,08-01-2025 10:35
1037,09-01-2025,West,Electronics,280,Delhi,18,Premium,280,S101,user1037@gmail.com,user1037,Completed,09-01-2025 10:36
1038,10-01-2025,West,Furniture,285,Delhi,19,Basic,285,S101,user1038@gmail.com,user1038,Completed,10-01-2025 10:37
1039,11-01-2025,West,Clothing,290,Delhi,20,Premium,290,S101,,user1039,Completed,11-01-2025 10:38
1040,12-01-2025,West,Grocery,295,Delhi,21,Basic,295,S101,user1040@gmail.com,user1040,Completed,12-01-2025 10:39
1041,13-01-2025,West,Electronics,300,Delhi,22,Premium,300,S101,user1041@gmail.com,user1041,Completed,13-01-2025 10:40
1042,14-01-2025,West,Furniture,305,Delhi,23,Basic,305,S101,user1042@gmail.com,user1042,Completed,14-01-2025 10:41
1043,15-01-2025,West,Clothing,310,Delhi,24,Premium,310,S101,user1043@gmail.com,user1043,Completed,15-01-2025 10:42
1044,16-01-2025,West,Grocery,315,Delhi,25,Basic,315,S101,user1044@gmail.com,user1044,Completed,16-01-2025 10:43
1045,17-01-2025,West,Electronics,320,Delhi,26,Premium,320,S101,user1045@gmail.com,user1045,Completed,17-01-2025 10:44
1046,18-01-2025,West,Furniture,325,Delhi,27,Basic,325,S101,user1046@gmail.com,user1046,Completed,18-01-2025 10:45
1047,19-01-2025,West,Clothing,330,Delhi,28,Premium,330,S101,user1047@gmail.com,,Completed,19-01-2025 10:46
1048,20-01-2025,West,Grocery,335,Delhi,29,Basic,335,S101,user1048@gmail.com,user1048,Completed,20-01-2025 10:47
1049,21-01-2025,West,Electronics,340,Delhi,30,Premium,340,S101,user1049@gmail.com,user1049,Completed,21-01-2025 10:48
1050,22-01-2025,West,Furniture,345,Delhi,31,Basic,345,S101,user1050@gmail.com,user1050,Completed,22-01-2025 10:49
1051,23-01-2025,West,Clothing,350,Delhi,32,Premium,350,S101,user1051@gmail.com,user1051,Completed,23-01-2025 10:50
1052,24-01-2025,West,Grocery,355,Delhi,33,Basic,,S101,user1052@gmail.com,user1052,Completed,24-01-2025 10:51
1053,25-01-2025,West,Electronics,360,Delhi,34,Premium,360,S101,user1053@gmail.com,user1053,Completed,25-01-2025 10:52
1054,26-01-2025,West,Furniture,365,Delhi,35,Basic,365,S101,user1054@gmail.com,user1054,Completed,26-01-2025 10:53
1055,27-01-2025,West,Clothing,370,Delhi,18,Premium,370,S101,user1055@gmail.com,user1055,Completed,27-01-2025 10:54
1056,28-01-2025,West,Grocery,375,Delhi,19,Basic,375,S101,user1056@gmail.com,user1056,Completed,28-01-2025 10:55
1057,01-01-2025,West,Electronics,380,Delhi,20,Premium,380,S101,user1057@gmail.com,user1057,Completed,01-01-2025 10:56
1058,02-01-2025,West,Furniture,385,Delhi,21,Basic,385,S101,,user1058,Completed,02-01-2025 10:57
1059,03-01-2025,West,Clothing,390,Delhi,22,Premium,390,S101,user1059@gmail.com,user1059,,03-01-2025 10:58
1060,04-01-2025,West,Grocery,395,Delhi,23,Basic,395,S101,user1060@gmail.com,user1060,Completed,04-01-2025 10:59
1061,05-01-2025,West,Electronics,400,Delhi,24,Premium,400,S101,user1061@gmail.com,user1061,Completed,05-01-2025 10:00
1062,06-01-2025,West,Furniture,405,Delhi,25,Basic,405,S101,user1062@gmail.com,user1062,Completed,06-01-2025 10:01
1063,07-01-2025,West,Clothing,410,Delhi,26,Premium,410,S101,user1063@gmail.com,user1063,Completed,07-01-2025 10:02
1064,08-01-2025,West,Grocery,415,Delhi,27,Basic,415,S101,user1064@gmail.com,user1064,Completed,08-01-2025 10:03
1065,09-01-2025,West,Electronics,420,Delhi,28,Premium,420,S101,user1065@gmail.com,user1065,Completed,09-01-2025 10:04
1066,10-01-2025,West,Furniture,425,Delhi,29,Basic,425,S101,user1066@gmail.com,user1066,Completed,10-01-2025 10:05
1067,11-01-2025,West,Clothing,430,Delhi,30,Premium,430,S101,user1067@gmail.com,user1067,Completed,11-01-2025 10:06
1068,12-01-2025,West,Grocery,435,Delhi,31,Basic,435,S101,user1068@gmail.com,user1068,Completed,12-01-2025 10:07
1069,13-01-2025,West,Electronics,440,Delhi,32,Premium,,S101,user1069@gmail.com,user1069,Completed,13-01-2025 10:08
1070,14-01-2025,West,Furniture,445,Delhi,33,Basic,445,S101,user1070@gmail.com,,Completed,14-01-2025 10:09
1071,15-01-2025,West,Clothing,450,Delhi,34,Premium,450,S101,user1071@gmail.com,user1071,Completed,15-01-2025 10:10
1072,16-01-2025,West,Grocery,455,Delhi,35,Basic,455,S101,user1072@gmail.com,user1072,Completed,16-01-2025 10:11
1073,17-01-2025,West,Electronics,460,Delhi,18,Premium,460,S101,user1073@gmail.com,user1073,Completed,17-01-2025 10:12
1074,18-01-2025,West,Furniture,465,Delhi,19,Basic,465,S101,user1074@gmail.com,user1074,Completed,18-01-2025 10:13
1075,19-01-2025,West,Clothing,470,Delhi,20,Premium,470,S101,user1075@gmail.com,user1075,Completed,19-01-2025 10:14
1076,20-01-2025,West,Grocery,475,Delhi,21,Basic,475,S101,user1076@gmail.com,user1076,Completed,20-01-2025 10:15
1077,21-01-2025,West,Electronics,480,Delhi,22,Premium,480,S101,,user1077,Completed,21-01-2025 10:16
1078,22-01-2025,West,Furniture,485,Delhi,23,Basic,485,S101,user1078@gmail.com,user1078,Completed,22-01-2025 10:17
1079,23-01-2025,West,Clothing,490,Delhi,24,Premium,490,S101,user1079@gmail.com,user1079,Completed,23-01-2025 10:18
1080,24-01-2025,West,Grocery,495,Delhi,25,Basic,495,S101,user1080@gmail.com,user1080,Completed,24-01-2025 10:19
1081,25-01-2025,West,Electronics,500,Delhi,26,Premium,500,S101,user1081@gmail.com,user1081,Completed,25-01-2025 10:20
1082,26-01-2025,West,Furniture,505,Delhi,27,Basic,505,S101,user1082@gmail.com,user1082,Completed,26-01-2025 10:21
1083,27-01-2025,West,Clothing,510,Delhi,28,Premium,510,S101,user1083@gmail.com,user1083,Completed,27-01-2025 10:22
1084,28-01-2025,West,Grocery,515,Delhi,29,Basic,515,S101,user1084@gmail.com,user1084,Completed,28-01-2025 10:23
1085,01-01-2025,West,Electronics,520,Delhi,30,Premium,520,S101,user1085@gmail.com,user1085,Completed,01-01-2025 10:24
1086,02-01-2025,West,Furniture,525,Delhi,31,Basic,,S101,user1086@gmail.com,user1086,Completed,02-01-2025 10:25
1087,03-01-2025,West,Clothing,530,Delhi,32,Premium,530,S101,user1087@gmail.com,user1087,Completed,03-01-2025 10:26
1088,04-01-2025,West,Grocery,535,Delhi,33,Basic,535,S101,user1088@gmail.com,user1088,,04-01-2025 10:27
1089,05-01-2025,West,Electronics,540,Delhi,34,Premium,540,S101,user1089@gmail.com,user1089,Completed,05-01-2025 10:28
